instruction,input_context,output,task_type,difficulty,safety_constraints
부드러운 plastic 접시을 테이블에 배치해라,"객체: 부드러운 plastic 접시, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.7321743848991439, ""stiffness"": ""soft"", ""fragility"": 0.07311327028568845}, ""confidence"": 0.8542608451078679}",place,medium,precise_positioning
큰 fabric 펜을 바구니에 두어라,"객체: 큰 fabric 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.8023199184682938, ""stiffness"": 0.07131838686387808, ""fragility"": 0.11836509288405694}, ""confidence"": 0.7635884321907255}",place,medium,precise_positioning
깨지기쉬운 rubber 펜을 상자에 운반해라,"객체: 깨지기쉬운 rubber 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.8326455432411151, ""stiffness"": 0.01093361162026493, ""fragility"": ""fragile""}, ""confidence"": 0.9037565040008739}",move,easy,
거친 metal 책을 테이블에 올려놓아라,"객체: 거친 metal 책, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 71.4484106029317, ""fragility"": 0.9380061769602804}, ""confidence"": 0.9264703928480975}",place,hard,fragile_handling|gentle_grip|precise_positioning
가벼운 plastic 책을 의자에 끌어라,"객체: 가벼운 plastic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.41770271547026494, ""stiffness"": 10.55955995144916, ""fragility"": 0.14823769377556842}, ""confidence"": 0.8523685739865272}",pull,medium,
미끄러운 plastic 그릇을 바구니에 올려놓아라,"객체: 미끄러운 plastic 그릇, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 127.0712706521365, ""fragility"": 0.6143319032162513}, ""confidence"": 0.7564797660522953}",place,medium,fragile_handling|gentle_grip|precise_positioning
작은 fabric 책을 선반에 당겨라,"객체: 작은 fabric 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.40360083381939943, ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.7934790720704832}",pull,medium,
가벼운 wood 공을 의자에 당겨라,"객체: 가벼운 wood 공, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.24, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""light"", ""friction"": 0.3319766892326897, ""stiffness"": 83.22492524470026, ""fragility"": 1.0}, ""confidence"": 0.9222901152754835}",pull,hard,fragile_handling|gentle_grip
거친 ceramic 컵을 침대에 밀어내라,"객체: 거친 ceramic 컵, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 4.405170240840229, ""fragility"": 0.18345659360744465}, ""confidence"": 0.7401687702404238}",push,medium,
거친 ceramic 컵을 바구니에 잡아라,"객체: 거친 ceramic 컵, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.7773958202336598}",pick,medium,fragile_handling|gentle_grip
가벼운 metal 블록을 침대에 옮겨라,"객체: 가벼운 metal 블록, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.24, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.3013558157350027, ""stiffness"": 142.26176967212382, ""fragility"": 1.0}, ""confidence"": 0.9008119826845888}",move,medium,fragile_handling|gentle_grip
무거운 plastic 컵을 상자에 두어라,"객체: 무거운 plastic 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.4892193812833428, ""stiffness"": 13.283663998521762, ""fragility"": 0.2886102580094964}, ""confidence"": 0.8411892234922658}",place,medium,precise_positioning
가벼운 glass 인형을 바구니에 밀어내라,"객체: 가벼운 glass 인형, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.40360083381939943, ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.7836873743640456}",push,medium,
부드러운 wood 그릇을 바구니에 잡아라,"객체: 부드러운 wood 그릇, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.5889100485279573, ""stiffness"": ""soft"", ""fragility"": 0.18659898144197717}, ""confidence"": 0.9085344276376754}",pick,easy,
가벼운 glass 접시을 바구니에 배치해라,"객체: 가벼운 glass 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.2783051701961796, ""stiffness"": 81.42524911203685, ""fragility"": 0.4823244689937023}, ""confidence"": 0.8295971182004706}",place,hard,secure_grip|slow_movement|precise_positioning
가벼운 metal 블록을 의자에 당겨라,"객체: 가벼운 metal 블록, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.24, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.3244401204932499, ""stiffness"": 141.44192021165782, ""fragility"": 1.0}, ""confidence"": 0.8199260300850036}",pull,hard,fragile_handling|gentle_grip
부드러운 plastic 책을 의자에 끌어라,"객체: 부드러운 plastic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.2530267927249347, ""stiffness"": ""soft"", ""fragility"": 0.6143319032162513}, ""confidence"": 0.8892170928780248}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
무거운 ceramic 병을 테이블에 전진시켜라,"객체: 무거운 ceramic 병, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""heavy"", ""friction"": 0.8077136590268336, ""stiffness"": 0.008962267935161833, ""fragility"": 0.06253236345785054}, ""confidence"": 0.8959373038116051}",push,medium,
무거운 fabric 공을 바구니에 집어라,"객체: 무거운 fabric 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""heavy"", ""friction"": 0.21337030339730478, ""stiffness"": 66.95854460229474, ""fragility"": 0.7487896860639109}, ""confidence"": 0.7537338614325744}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 rubber 컵을 테이블에 밀어라,"객체: 미끄러운 rubber 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 90.26414349431604, ""fragility"": 0.7052422939037443}, ""confidence"": 0.8520327037302452}",push,hard,fragile_handling|gentle_grip
무거운 ceramic 병을 바구니에 전진시켜라,"객체: 무거운 ceramic 병, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""heavy"", ""friction"": 0.32749125710801746, ""stiffness"": 2.438507925034616, ""fragility"": 0.4458034873729238}, ""confidence"": 0.91741749528766}",push,medium,
가벼운 glass 인형을 바구니에 운반해라,"객체: 가벼운 glass 인형, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.2783051701961796, ""stiffness"": 81.42524911203685, ""fragility"": 0.4823244689937023}, ""confidence"": 0.8244281668187532}",move,medium,secure_grip|slow_movement
거친 plastic 컵을 의자에 밀어라,"객체: 거친 plastic 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 77.11835193154283, ""fragility"": 0.4929608592069425}, ""confidence"": 0.8749244863645451}",push,medium,
가벼운 plastic 책을 의자에 이동시켜라,"객체: 가벼운 plastic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.17828564226926413, ""stiffness"": 37.4481011073976, ""fragility"": 1.0}, ""confidence"": 0.810025586596381}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
작은 wood 접시을 선반에 밀어내라,"객체: 작은 wood 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.46466158523006434, ""stiffness"": 2.8851085586648955, ""fragility"": 0.3190407493490031}, ""confidence"": 0.7799549787700861}",push,medium,
미끄러운 rubber 컵을 상자에 당겨라,"객체: 미끄러운 rubber 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.10475497776672196, ""fragility"": 0.1369576347313211}, ""confidence"": 0.7561318991645847}",pull,medium,
깨지기쉬운 rubber 블록을 의자에 운반해라,"객체: 깨지기쉬운 rubber 블록, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.3861244238609748, ""stiffness"": 2.4351722227269916, ""fragility"": ""fragile""}, ""confidence"": 0.9486600534692678}",move,easy,
가벼운 rubber 병을 의자에 전진시켜라,"객체: 가벼운 rubber 병, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""light"", ""friction"": 0.5767086244956243, ""stiffness"": 15.244152947242119, ""fragility"": 0.222609010173347}, ""confidence"": 0.904847586959471}",push,medium,
작은 rubber 접시을 침대에 가져와라,"객체: 작은 rubber 접시, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.3934504727733239, ""stiffness"": 3.432161100978571, ""fragility"": 0.1929109463480399}, ""confidence"": 0.9224113438725393}",pull,medium,
부드러운 fabric 책을 테이블에 놓아라,"객체: 부드러운 fabric 책, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.8888107759190874}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
깨지기쉬운 wood 그릇을 테이블에 올려놓아라,"객체: 깨지기쉬운 wood 그릇, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.4249772545041931, ""stiffness"": 9.184353554250947, ""fragility"": ""fragile""}, ""confidence"": 0.7343723806592559}",place,medium,precise_positioning
깨지기쉬운 metal 펜을 테이블에 잡아라,"객체: 깨지기쉬운 metal 펜, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5767086244956243, ""stiffness"": 15.244152947242119, ""fragility"": ""fragile""}, ""confidence"": 0.8320041463551757}",pick,easy,
미끄러운 plastic 컵을 테이블에 전진시켜라,"객체: 미끄러운 plastic 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.008962267935161833, ""fragility"": 0.06253236345785054}, ""confidence"": 0.7596655867738114}",push,medium,
딱딱한 fabric 공을 바구니에 밀어라,"객체: 딱딱한 fabric 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.3587578915868919, ""stiffness"": ""hard"", ""fragility"": 0.21482140678034414}, ""confidence"": 0.9223645754010457}",push,medium,
깨지기쉬운 ceramic 접시을 상자에 가져다놓아라,"객체: 깨지기쉬운 ceramic 접시, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.3587578915868919, ""stiffness"": 2.276304354410528, ""fragility"": ""fragile""}, ""confidence"": 0.844391306960033}",move,easy,
깨지기쉬운 metal 컵을 상자에 가져가라,"객체: 깨지기쉬운 metal 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5793258777528338, ""stiffness"": 0.12484146337207845, ""fragility"": ""fragile""}, ""confidence"": 0.8164542458700557}",pick,easy,
작은 ceramic 접시을 바구니에 이동시켜라,"객체: 작은 ceramic 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.17951921529060288, ""stiffness"": 71.4484106029317, ""fragility"": 0.9380061769602804}, ""confidence"": 0.883383965160761}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 ceramic 인형을 상자에 끌어라,"객체: 가벼운 ceramic 인형, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""light"", ""friction"": 0.7576654895113161, ""stiffness"": 0.010647693268284707, ""fragility"": 0.054247410007464004}, ""confidence"": 0.9384818870680103}",pull,medium,
딱딱한 plastic 병을 선반에 끌어라,"객체: 딱딱한 plastic 병, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.3581234092106792, ""stiffness"": ""hard"", ""fragility"": 1.0}, ""confidence"": 0.8590234304472182}",pull,hard,fragile_handling|gentle_grip
부드러운 plastic 컵을 테이블에 밀어내라,"객체: 부드러운 plastic 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.5729593676490787, ""stiffness"": ""soft"", ""fragility"": 0.12787611619246367}, ""confidence"": 0.8170667350559576}",push,medium,
작은 glass 접시을 상자에 끌어라,"객체: 작은 glass 접시, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.39099356948863473, ""stiffness"": 2.59457082626478, ""fragility"": 0.3089188611923385}, ""confidence"": 0.8711367241085933}",pull,medium,
부드러운 fabric 병을 상자에 운반해라,"객체: 부드러운 fabric 병, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.17951921529060288, ""stiffness"": ""soft"", ""fragility"": 0.9380061769602804}, ""confidence"": 0.8463804591863187}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
딱딱한 metal 접시을 테이블에 두어라,"객체: 딱딱한 metal 접시, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.7856499856844089, ""stiffness"": ""hard"", ""fragility"": 0.14731062905204093}, ""confidence"": 0.8133985162348936}",place,medium,precise_positioning
깨지기쉬운 metal 펜을 침대에 밀어내라,"객체: 깨지기쉬운 metal 펜, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.3581234092106792, ""stiffness"": 80.4097830255406, ""fragility"": ""fragile""}, ""confidence"": 0.902282653847578}",push,medium,
큰 plastic 인형을 테이블에 밀어라,"객체: 큰 plastic 인형, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.8326455432411151, ""stiffness"": 0.01093361162026493, ""fragility"": 0.05570339440762839}, ""confidence"": 0.7698518550123994}",push,medium,
딱딱한 plastic 컵을 의자에 이동시켜라,"객체: 딱딱한 plastic 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.6975739814632087, ""stiffness"": ""hard"", ""fragility"": 0.05163622845398025}, ""confidence"": 0.9419198268891437}",move,easy,
부드러운 wood 상자을 침대에 운반해라,"객체: 부드러운 wood 상자, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.2038179681438023, ""stiffness"": ""soft"", ""fragility"": 0.8379699198072588}, ""confidence"": 0.7283262882194004}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 plastic 책을 상자에 끌어라,"객체: 미끄러운 plastic 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 10.55955995144916, ""fragility"": 0.14823769377556842}, ""confidence"": 0.7669146061902654}",pull,medium,
거친 fabric 책을 침대에 배치해라,"객체: 거친 fabric 책, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.01093361162026493, ""fragility"": 0.05570339440762839}, ""confidence"": 0.7460116231559959}",place,medium,precise_positioning
깨지기쉬운 metal 펜을 의자에 밀어라,"객체: 깨지기쉬운 metal 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5889100485279573, ""stiffness"": 13.904544149456957, ""fragility"": ""fragile""}, ""confidence"": 0.9336494259753896}",push,medium,
부드러운 rubber 병을 상자에 배치해라,"객체: 부드러운 rubber 병, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.9105649690016302, ""stiffness"": ""soft"", ""fragility"": 0.06852767751362203}, ""confidence"": 0.7715085498160004}",place,medium,precise_positioning
가벼운 metal 공을 바구니에 두어라,"객체: 가벼운 metal 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.8320465208148218, ""stiffness"": 0.00923213526203572, ""fragility"": 0.03920394366126141}, ""confidence"": 0.7314977854733681}",place,medium,precise_positioning
깨지기쉬운 plastic 인형을 침대에 잡아라,"객체: 깨지기쉬운 plastic 인형, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.2783051701961796, ""stiffness"": 81.42524911203685, ""fragility"": ""fragile""}, ""confidence"": 0.7101308242957883}",pick,medium,secure_grip|slow_movement
딱딱한 fabric 공을 바구니에 이동시켜라,"객체: 딱딱한 fabric 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.8942580972876684, ""stiffness"": ""hard"", ""fragility"": 0.07068441901950073}, ""confidence"": 0.7791736599699659}",move,easy,
큰 glass 인형을 선반에 당겨라,"객체: 큰 glass 인형, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": 136.12263880808456, ""fragility"": 1.0}, ""confidence"": 0.8940732172821875}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 glass 병을 상자에 당겨라,"객체: 가벼운 glass 병, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.39099356948863473, ""stiffness"": 2.59457082626478, ""fragility"": 0.3089188611923385}, ""confidence"": 0.8486991026131517}",pull,medium,
